GeneSymbol	Chromosome	Strand	txStarts	txEnds	MappingID	TotalMappingNumber	AbnormalMerge	OverlapWith
RBP3	CHR10	-	48001492	48010997	1	1	N	FAM25B CHR10 - 46597226 48877831;FAM25C CHR10 - 46597226 48877831;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
GDF2	CHR10	-	48033097	48036859	1	1	N	FAM25B CHR10 - 46597226 48877831;FAM25C CHR10 - 46597226 48877831;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
GDF10	CHR10	-	48045793	48059144	1	1	N	FAM25B CHR10 - 46597226 48877831;FAM25C CHR10 - 46597226 48877831;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
LOC399753	CHR10	-	48888163	48909664	1	1	N	
FRMPD2	CHR10	-	49034607	49152947	1	1	N	
MAPK8	CHR10	+	49279692	49313189	1	1	N	FAM21B CHR10 + 47414028 51563275;
ARHGAP22	CHR10	-	49324073	49534316	1	1	N	
WDFY4	CHR10	+	49563523	49861007	1	1	N	FAM21B CHR10 + 47414028 51563275;
LRRC18	CHR10	-	49787534	49792286	1	1	N	
MIR4294	CHR10	-	49863562	49863638	1	1	N	
VSTM4	CHR10	-	49892338	49993565	1	1	N	
LOC100506733	CHR10	+	49999889	50029598	1	1	N	FAM21B CHR10 + 47414028 51563275;
FAM170B	CHR10	-	50009206	50012071	1	1	N	
C10orf128	CHR10	-	50033896	50066413	1	1	N	
C10orf71	CHR10	+	50177192	50205543	1	1	N	FAM21B CHR10 + 47414028 51563275;
DRGX	CHR10	-	50244166	50269913	1	1	N	
ERCC6	CHR10	-	50334496	50417153	1	1	N	PGBD3 CHR10 - 50393156 50402365;
PGBD3	CHR10	-	50393156	50402365	1	1	N	ERCC6 CHR10 - 50334496 50417153;
CHAT	CHR10	+	50487146	50543156	1	1	N	FAM21B CHR10 + 47414028 51563275;SLC18A3 CHR10 + 50488352 50490772;
SLC18A3	CHR10	+	50488352	50490772	1	1	N	CHAT CHR10 + 50487146 50543156;FAM21B CHR10 + 47414028 51563275;
C10orf53	CHR10	+	50557689	50586962	1	1	N	FAM21B CHR10 + 47414028 51563275;
OGDHL	CHR10	-	50612692	50640431	1	1	N	
PARG	CHR10	-	50696330	51041337	1	1	N	AGAP8 CHR10 - 50894693 50916541;LOC728407 CHR10 - 50923913 51041322;
AGAP8	CHR10	-	50894693	50916541	1	1	N	PARG CHR10 - 50696330 51041337;
LOC728407	CHR10	-	50923913	51041322	1	1	N	PARG CHR10 - 50696330 51041337;
AGAP7	CHR10	-	51134167	51156333	1	1	N	
MSMB	CHR10	+	51219558	51232523	1	1	N	FAM21B CHR10 + 47414028 51563275;
NCOA4	CHR10	+	51235113	51260740	1	1	N	FAM21B CHR10 + 47414028 51563275;
TIMM23	CHR10	-	51262085	51293392	1	1	N	
AGAP6	CHR10	+	51418083	51440265	1	1	N	FAM21B CHR10 + 47414028 51563275;
FLJ31813	CHR10	-	51450947	51497569	1	1	N	
FAM21A	CHR10	+	51497689	51563275	1	1	N	FAM21B CHR10 + 47414028 51563275;
ASAH2	CHR10	-	51617005	51678376	1	1	N	
SGMS1	CHR10	-	51735350	52053743	1	1	N	
ASAH2B	CHR10	+	52169713	52184575	1	1	N	
A1CF	CHR10	-	52229174	52315441	1	1	N	
PRKG1	CHR10	+	52420916	53728116	1	1	N	MIR605 CHR10 + 52729338 52729421;
MIR605	CHR10	+	52729338	52729421	1	1	N	PRKG1 CHR10 + 52420916 53728116;
CSTF2T	CHR10	-	53125251	53129361	1	1	N	
LOC100506939	CHR10	-	53726613	53743894	1	1	N	
DKK1	CHR10	+	53744046	53747423	1	1	N	
MBL2	CHR10	-	54195145	54201466	1	1	N	
PCDH15	CHR10	-	55232538	56231057	1	1	N	
RNU6-59	CHR10	-	56789176	56789206	1	1	N	
MTRNR2L5	CHR10	+	57028755	57030493	1	1	N	
ZWINT	CHR10	-	57787204	57791040	1	1	N	
MIR3924	CHR10	-	58734244	58734325	1	1	N	
IPMK	CHR10	-	59621283	59697700	1	1	N	
CISD1	CHR10	+	59698867	59719025	1	1	N	
UBE2D1	CHR10	+	59764744	59800519	1	1	N	
TFAM	CHR10	+	59814908	59828996	1	1	N	
BICC1	CHR10	+	59942909	60258851	1	1	N	FAM133CP CHR10 + 60144780 60147299;
FAM133CP	CHR10	+	60144780	60147299	1	1	N	BICC1 CHR10 + 59942909 60258851;
PHYHIPL	CHR10	+	60606353	60677540	1	1	N	
FAM13C	CHR10	-	60675894	60792667	1	1	N	
SLC16A9	CHR10	-	61080527	61139655	1	1	N	
M1	CHR10	-	61166753	61183209	1	1	N	
CCDC6	CHR10	-	61218511	61336420	1	1	N	
C10orf40	CHR10	-	61387980	61390677	1	1	N	
ANK3	CHR10	-	61456061	62163290	1	1	N	
CDK1	CHR10	+	62208094	62224616	1	1	N	
RHOBTB1	CHR10	-	62299203	62431204	1	1	N	
TMEM26	CHR10	-	62836406	62883214	1	1	N	
C10orf107	CHR10	+	63092724	63196097	1	1	N	
ARID5B	CHR10	+	63331018	63526713	1	1	N	MIR548AV CHR10 + 63406066 63406094;
MIR548AV	CHR10	+	63406066	63406094	1	1	N	ARID5B CHR10 + 63331018 63526713;
RTKN2	CHR10	-	63622958	63698472	1	1	N	
ZNF365	CHR10	+	63803921	64101777	1	1	N	
ADO	CHR10	+	64234521	64238245	1	1	N	
EGR2	CHR10	-	64241761	64248933	1	1	N	
NRBF2	CHR10	+	64563012	64584792	1	1	N	
JMJD1C	CHR10	-	64596993	64895728	1	1	N	MIR1296 CHR10 - 64802722 64802814;
MIR1296	CHR10	-	64802722	64802814	1	1	N	JMJD1C CHR10 - 64596993 64895728;
LOC84989	CHR10	+	64894994	64896328	1	1	N	
REEP3	CHR10	+	64951128	65054889	1	1	N	
ANXA2P3	CHR10	+	66255290	66256640	1	1	N	
CTNNA3	CHR10	-	67349730	69125955	1	1	N	
LRRTM3	CHR10	+	68355797	68530873	1	1	N	
DNAJC12	CHR10	-	69226432	69267943	1	1	N	
SIRT1	CHR10	+	69314432	69348153	1	1	N	
HERC4	CHR10	-	69351661	69505109	1	1	N	
MYPN	CHR10	+	69535879	69641779	1	1	N	
ATOH7	CHR10	-	69660357	69661876	1	1	N	
PBLD	CHR10	-	69712422	69762690	1	1	N	
HNRNPH3	CHR10	+	69761773	69772959	1	1	N	
RUFY2	CHR10	-	69773280	69837057	1	1	N	
DNA2	CHR10	-	69843826	69901736	1	1	N	
SLC25A16	CHR10	-	69912095	69957286	1	1	N	
TET1	CHR10	+	69990122	70124245	1	1	N	
CCAR1	CHR10	+	70150976	70221315	1	1	N	SNORD98 CHR10 + 70184934 70185001;
SNORD98	CHR10	+	70184934	70185001	1	1	N	CCAR1 CHR10 + 70150976 70221315;
STOX1	CHR10	+	70257299	70325215	1	1	N	
DDX50	CHR10	+	70331039	70376609	1	1	N	
DDX21	CHR10	+	70385884	70414831	1	1	N	
KIAA1279	CHR10	+	70418482	70446745	1	1	N	
SRGN	CHR10	+	70517833	70534573	1	1	N	
VPS26A	CHR10	+	70553913	70602622	1	1	N	
SUPV3L1	CHR10	+	70609998	70638855	1	1	N	
HKDC1	CHR10	+	70650064	70697321	1	1	N	
HK1	CHR10	+	70699761	70831643	1	1	N	
TACR2	CHR10	-	70833963	70846680	1	1	N	
TSPAN15	CHR10	+	70881231	70937429	1	1	N	
NEUROG3	CHR10	-	71001796	71003216	1	1	N	
C10orf35	CHR10	+	71060008	71063361	1	1	N	
COL13A1	CHR10	+	71231649	71388910	1	1	N	
H2AFY2	CHR10	+	71482362	71542046	1	1	N	
AIFM2	CHR10	-	71542028	71562696	1	1	N	
TYSND1	CHR10	-	71567738	71576502	1	1	N	
SAR1A	CHR10	-	71579966	71600291	1	1	N	
PPA1	CHR10	-	71632591	71663196	1	1	N	
NPFFR1	CHR10	-	71684718	71713456	1	1	N	
LRRC20	CHR10	-	71728734	71812388	1	1	N	
EIF4EBP2	CHR10	+	71833866	71858380	1	1	N	
NODAL	CHR10	-	71861697	71871471	1	1	N	
PALD1	CHR10	+	71908569	71998212	1	1	N	
PRF1	CHR10	-	72027109	72032537	1	1	N	
ADAMTS14	CHR10	+	72102564	72192201	1	1	N	
TBATA	CHR10	-	72201000	72215163	1	1	N	
SGPL1	CHR10	+	72245709	72310938	1	1	N	
PCBD1	CHR10	-	72313272	72318547	1	1	N	
UNC5B	CHR10	+	72642297	72732641	1	1	N	
LOC728978	CHR10	-	72646986	72647991	1	1	N	
SLC29A3	CHR10	+	72749015	72793153	1	1	N	
CDH23	CHR10	+	72826696	73245710	1	1	N	
C10orf105	CHR10	-	73141463	73167587	1	1	N	
C10orf54	CHR10	-	73177318	73203343	1	1	N	
PSAP	CHR10	-	73246060	73281088	1	1	N	
CHST3	CHR10	+	73394125	73443328	1	1	N	
SPOCK2	CHR10	-	73488797	73518796	1	1	N	
ASCC1	CHR10	-	73525795	73646898	1	1	N	
ANAPC16	CHR10	+	73645763	73665624	1	1	N	
DDIT4	CHR10	+	73703682	73705803	1	1	N	
DNAJB12	CHR10	-	73762593	73784913	1	1	N	
MICU1	CHR10	-	73797089	74055955	1	1	N	
MCU	CHR10	+	74121894	74317458	1	1	N	MIR4676 CHR10 + 74150792 74150864;
MIR4676	CHR10	+	74150792	74150864	1	1	N	MCU CHR10 + 74121894 74317458;
OIT3	CHR10	+	74323344	74362793	1	1	N	
PLA2G12B	CHR10	-	74364943	74384516	1	1	N	
P4HA1	CHR10	-	74436985	74526738	1	1	N	
NUDT13	CHR10	+	74540215	74561587	1	1	N	
ECD	CHR10	-	74564287	74597859	1	1	N	
FAM149B1	CHR10	+	74597882	74671945	1	1	N	
DNAJC9	CHR10	-	74672587	74677031	1	1	N	
DNAJC9-AS1	CHR10	+	74677130	74706748	1	1	N	
MRPS16	CHR10	-	74678606	74682457	1	1	N	
TTC18	CHR10	-	74683521	74788623	1	1	N	
ANXA7	CHR10	-	74805194	74843847	1	1	N	
MSS51	CHR10	-	74853342	74863325	1	1	N	
PPP3CB	CHR10	-	74866568	74925788	1	1	N	
USP54	CHR10	-	74927301	75005439	1	1	N	
MYOZ1	CHR10	-	75061375	75071521	1	1	N	
SYNPO2L	CHR10	-	75074649	75085838	1	1	N	
AGAP5	CHR10	-	75104038	75127560	1	1	N	
BMS1P4	CHR10	-	75128914	75160278	1	1	N	
GLUD1P3	CHR10	+	75161304	75165373	1	1	N	
SEC24C	CHR10	+	75174136	75201939	1	1	N	
FUT11	CHR10	+	75202054	75205982	1	1	N	
CHCHD1	CHR10	+	75211813	75213412	1	1	N	
KIAA0913	CHR10	+	75215387	75231562	1	1	N	
LOC100507331	CHR10	-	75226277	75231163	1	1	N	
NDST2	CHR10	-	75231674	75241595	1	1	N	
CAMK2G	CHR10	-	75242264	75304355	1	1	N	
C10orf55	CHR10	-	75339732	75352541	1	1	N	
PLAU	CHR10	+	75340867	75347264	1	1	N	
VCL	CHR10	+	75427877	75549920	1	1	N	
AP3M1	CHR10	-	75550020	75580832	1	1	N	
ADK	CHR10	+	75580948	76139068	1	1	N	
KAT6B	CHR10	+	76256176	76462386	1	1	N	
DUPD1	CHR10	-	76467599	76488278	1	1	N	
DUSP13	CHR10	-	76524195	76538976	1	1	N	
SAMD8	CHR10	+	76541398	76611887	1	1	N	
VDAC2	CHR10	+	76639917	76661212	1	1	N	
COMTD1	CHR10	-	76663734	76665776	1	1	N	
ZNF503-AS1	CHR10	+	76726146	76791442	1	1	N	
ZNF503	CHR10	-	76827608	76831519	1	1	N	
ZNF503-AS2	CHR10	+	76831291	76838746	1	1	N	
C10orf11	CHR10	+	77212524	77987132	1	1	N	
KCNMA1	CHR10	-	78299364	79067583	1	1	N	
DLG5	CHR10	-	79220554	79356354	1	1	N	
LOC100128292	CHR10	+	79356575	79359589	1	1	N	
POLR3A	CHR10	-	79404912	79459304	1	1	N	
RPS24	CHR10	+	79463523	79486577	1	1	N	
LOC100132987	CHR10	+	79678387	79682408	1	1	N	
LOC283050	CHR10	-	80373088	80497211	1	1	N	
ZMIZ1	CHR10	+	80498797	80746291	1	1	N	
PPIF	CHR10	+	80777225	80785095	1	1	N	
ZCCHC24	CHR10	-	80812088	80875389	1	1	N	
EIF5AL1	CHR10	+	80942362	80946198	1	1	N	
SFTPA2	CHR10	-	80985613	81310114	1	1	Y	
LOC650623	CHR10	+	81112736	81438852	1	1	Y	SFTPA1 CHR10 + 81360646 81365151;
SFTPA1	CHR10	+	81360646	81365151	1	1	N	LOC650623 CHR10 + 81112736 81438852;
LOC642361	CHR10	+	81575637	81577338	1	1	N	
LOC100288974	CHR10	+	81654633	81681537	1	1	N	MBL1P CHR10 + 81669913 81672855;
MBL1P	CHR10	+	81669913	81672855	1	1	N	LOC100288974 CHR10 + 81654633 81681537;
SFTPD	CHR10	-	81687475	81698841	1	1	N	
LOC219347	CHR10	-	81795968	81828929	1	1	N	
C10orf57	CHR10	+	81828381	81842287	1	1	N	
PLAC9	CHR10	+	81882237	81894764	1	1	N	
ANXA11	CHR10	-	81904859	81955308	1	1	N	
LOC439990	CHR10	+	81957445	81969393	1	1	N	
MAT1A	CHR10	-	82021555	82039414	1	1	N	
DYDC1	CHR10	-	82085840	82106494	1	1	N	
DYDC2	CHR10	+	82094480	82117809	1	1	N	
FAM213A	CHR10	+	82157564	82182733	1	1	N	
TSPAN14	CHR10	+	82204017	82272371	1	1	N	
SH2D4B	CHR10	+	82287637	82396296	1	1	N	
NRG3	CHR10	+	83625049	84736915	1	1	N	
GHITM	CHR10	+	85889164	85903291	1	1	N	
C10orf99	CHR10	+	85923533	85935030	1	1	N	
CDHR1	CHR10	+	85944391	85969356	1	1	N	
LRIT2	CHR10	-	85970228	85975264	1	1	N	
LRIT1	CHR10	-	85981255	85991197	1	1	N	
RGR	CHR10	+	85994788	86008924	1	1	N	
LOC170425	CHR10	+	86029715	86044395	1	1	N	
FAM190B	CHR10	+	86078389	86268256	1	1	N	
GRID1-AS1	CHR10	+	87327467	87356952	1	1	N	
GRID1	CHR10	-	87349291	88116230	1	1	N	MIR346 CHR10 - 88014430 88014525;
MIR346	CHR10	-	88014430	88014525	1	1	N	GRID1 CHR10 - 87349291 88116230;
WAPAL	CHR10	-	88184992	88271521	1	1	N	
OPN4	CHR10	+	88404293	88416196	1	1	N	
LDB3	CHR10	+	88418185	88485804	1	1	N	
BMPR1A	CHR10	+	88506375	88674925	1	1	N	
MMRN2	CHR10	-	88685277	88707405	1	1	N	
SNCG	CHR10	+	88708267	88712997	1	1	N	
C10orf116	CHR10	+	88718167	88720646	1	1	N	AGAP11 CHR10 + 88720477 88759940;
AGAP11	CHR10	+	88720477	88759940	1	1	N	C10orf116 CHR10 + 88718167 88720646;
FAM25A	CHR10	+	88770025	88774467	1	1	N	
GLUD1	CHR10	-	88799938	88844756	1	1	N	
FAM35A	CHR10	+	88844932	88941202	1	1	N	
FAM22A	CHR10	+	88975184	88984713	1	1	N	
LOC728190	CHR10	-	88988403	89092295	1	1	N	
LOC439994	CHR10	+	89092147	89093311	1	1	N	
FAM22D	CHR10	+	89107456	89120432	1	1	N	
LOC728218	CHR10	-	89146310	89157437	1	1	N	
MIR4678	CHR10	+	89253617	89253691	1	1	N	
MINPP1	CHR10	+	89254202	89303198	1	1	N	
PAPSS2	CHR10	+	89409455	89497442	1	1	N	
ATAD1	CHR10	-	89502854	89567897	1	1	N	
CFL1P1	CHR10	+	89568049	89595349	1	1	N	
KLLN	CHR10	-	89608897	89613174	1	1	N	
PTEN	CHR10	+	89613174	89718512	1	1	N	
RNLS	CHR10	-	90023600	90333062	1	1	N	
LIPJ	CHR10	+	90336498	90356713	1	1	N	
LIPF	CHR10	+	90414125	90428552	1	1	N	
LIPK	CHR10	+	90474280	90502493	1	1	N	
LIPN	CHR10	+	90511142	90527979	1	1	N	
LIPM	CHR10	+	90552466	90570283	1	1	N	
ANKRD22	CHR10	-	90569638	90601712	1	1	N	
STAMBPL1	CHR10	+	90629923	90673239	1	1	N	
ACTA2	CHR10	-	90684810	90741127	1	1	N	
FAS	CHR10	+	90740267	90765522	1	1	N	
FAS-AS1	CHR10	-	90741160	90742712	1	1	N	
MIR4679-2	CHR10	-	90813071	90813148	1	1	N	
MIR4679-1	CHR10	+	90813072	90813147	1	1	N	
CH25H	CHR10	-	90955673	90957051	1	1	N	
LIPA	CHR10	-	90963305	91001640	1	1	N	
IFIT2	CHR10	+	91051685	91059013	1	1	N	
IFIT3	CHR10	+	91077581	91090705	1	1	N	
IFIT1B	CHR10	+	91127792	91134942	1	1	N	
IFIT1	CHR10	+	91142282	91156224	1	1	N	
IFIT5	CHR10	+	91164304	91170739	1	1	N	
SLC16A12	CHR10	-	91180030	91285293	1	1	N	
PANK1	CHR10	-	91329233	91395309	1	1	N	MIR107 CHR10 - 91342483 91342564;
MIR107	CHR10	-	91342483	91342564	1	1	N	PANK1 CHR10 - 91329233 91395309;
FLJ37201	CHR10	-	91441036	91447665	1	1	N	
KIF20B	CHR10	+	91451346	91524680	1	1	N	
LOC643529	CHR10	+	91579229	91590598	1	1	N	
HTR7	CHR10	-	92490555	92607651	1	1	N	
RPP30	CHR10	+	92621688	92658292	1	1	N	
ANKRD1	CHR10	-	92661836	92671012	1	1	N	
LINC00502	CHR10	+	92795544	92811896	1	1	N	
NUDT9P1	CHR10	-	92901745	92902817	1	1	N	
PCGF5	CHR10	+	92912748	93034068	1	1	N	
LOC100188947	CHR10	-	93056698	93361197	1	1	N	
HECTD2	CHR10	+	93160075	93264500	1	1	N	
PPP1R3C	CHR10	-	93378176	93382838	1	1	N	
TNKS2	CHR10	+	93548130	93615212	1	1	N	
FGFBP3	CHR10	-	93656324	93659238	1	1	N	
BTAF1	CHR10	+	93673715	93780060	1	1	N	
CPEB3	CHR10	-	93798376	94040855	1	1	N	
MARCH5	CHR10	+	94040899	94103701	1	1	N	
MARK2P9	CHR10	+	94168397	94169343	1	1	N	
IDE	CHR10	-	94201420	94323832	1	1	N	
KIF11	CHR10	+	94342804	94405132	1	1	N	
HHEX	CHR10	+	94439660	94445388	1	1	N	
EXOC6	CHR10	+	94584449	94809241	1	1	N	
CYP26C1	CHR10	+	94811010	94818444	1	1	N	
CYP26A1	CHR10	+	94823221	94827631	1	1	N	
MYOF	CHR10	-	95056175	95232064	1	1	N	
CEP55	CHR10	+	95246358	95278839	1	1	N	
O3FAR1	CHR10	+	95316411	95339819	1	1	N	
RBP4	CHR10	-	95341582	95350983	1	1	N	
PDE6C	CHR10	+	95362334	95415419	1	1	N	
FRA10AC1	CHR10	-	95417629	95452319	1	1	N	
LGI1	CHR10	+	95507555	95547906	1	1	N	
SLC35G1	CHR10	+	95643719	95652481	1	1	N	
PIPSL	CHR10	-	95707886	95711662	1	1	N	
PLCE1	CHR10	+	95743735	96078138	1	1	N	
LOC100128054	CHR10	-	96029036	96036817	1	1	N	
NOC3L	CHR10	-	96082978	96112673	1	1	N	
TBC1D12	CHR10	+	96152175	96286079	1	1	N	
HELLS	CHR10	+	96295563	96351846	1	1	N	
CYP2C18	CHR10	+	96433240	96485937	1	1	N	
CYP2C19	CHR10	+	96512452	96602661	1	1	N	
CYP2C9	CHR10	+	96688404	96739138	1	1	N	
CYP2C8	CHR10	-	96786518	96819244	1	1	N	
C10orf129	CHR10	+	96943946	96978676	1	1	N	
PDLIM1	CHR10	-	96987319	97040771	1	1	N	
SORBS1	CHR10	-	97061519	97311161	1	1	N	
ALDH18A1	CHR10	-	97355675	97406557	1	1	N	
TCTN3	CHR10	-	97413142	97443890	1	1	N	
ENTPD1	CHR10	+	97461525	97627013	1	1	N	
LOC728558	CHR10	-	97502952	97839982	1	1	N	MIR3157 CHR10 - 97814061 97814146;
C10orf131	CHR10	+	97657711	97688405	1	1	N	
CC2D2B	CHR10	+	97749837	97782431	1	1	N	
CCNJ	CHR10	+	97793148	97810615	1	1	N	
MIR3157	CHR10	-	97814061	97814146	1	1	N	LOC728558 CHR10 - 97502952 97839982;
ZNF518A	CHR10	+	97879461	97913507	1	1	N	
BLNK	CHR10	-	97941444	98021323	1	1	N	
DNTT	CHR10	+	98054074	98088311	1	1	N	
OPALIN	CHR10	-	98092964	98109082	1	1	N	
TLL2	CHR10	-	98114352	98263673	1	1	N	
TM9SF3	CHR10	-	98267856	98336799	1	1	N	
PIK3AP1	CHR10	-	98343058	98470269	1	1	N	
LCOR	CHR10	+	98582006	98714188	1	1	N	
C10orf12	CHR10	+	98731030	98735575	1	1	N	
SLIT1	CHR10	-	98747784	98935673	1	1	N	ARHGAP19-SLIT1 CHR10 - 98902788 99042420;
LOC100505540	CHR10	+	98852502	98853494	1	1	N	
ARHGAP19-SLIT1	CHR10	-	98902788	99042420	1	1	N	ARHGAP19 CHR10 - 98971919 99042420;SLIT1 CHR10 - 98747784 98935673;
ARHGAP19	CHR10	-	98971919	99042420	1	1	N	ARHGAP19-SLIT1 CHR10 - 98902788 99042420;
FRAT1	CHR10	+	99069011	99071662	1	1	N	
FRAT2	CHR10	-	99082243	99084448	1	1	N	
RRP12	CHR10	-	99106447	99151117	1	1	N	
PGAM1	CHR10	+	99176016	99183188	1	1	N	
EXOSC1	CHR10	-	99185655	99195758	1	1	N	
ZDHHC16	CHR10	+	99195919	99207117	1	1	N	
MMS19	CHR10	-	99208070	99248356	1	1	N	
UBTD1	CHR10	+	99248757	99320950	1	1	N	
ANKRD2	CHR10	+	99322245	99333631	1	1	N	
HOGA1	CHR10	+	99334091	99362545	1	1	N	C10orf62 CHR10 + 99339439 99340681;MIR5692C2 CHR10 + 99344964 99344985;
C10orf62	CHR10	+	99339439	99340681	1	1	N	HOGA1 CHR10 + 99334091 99362545;
MIR5692C2	CHR10	+	99344964	99344985	1	1	N	HOGA1 CHR10 + 99334091 99362545;
MORN4	CHR10	-	99364299	99383903	1	1	N	
PI4K2A	CHR10	+	99390432	99426177	1	1	N	
AVPI1	CHR10	-	99427170	99437005	1	1	N	
MARVELD1	CHR10	+	99463454	99467899	1	1	N	
ZFYVE27	CHR10	+	99486867	99510654	1	1	N	
SFRP5	CHR10	-	99516497	99521746	1	1	N	
GOLGA7B	CHR10	+	99599984	99621325	1	1	N	
CRTAC1	CHR10	-	99614746	99780575	1	1	N	
R3HCC1L	CHR10	+	99884370	99994644	1	1	N	
LOXL4	CHR10	-	99997432	100017997	1	1	N	
PYROXD2	CHR10	-	100133311	100164968	1	1	N	MIR1287 CHR10 - 100144964 100145054;
MIR1287	CHR10	-	100144964	100145054	1	1	N	PYROXD2 CHR10 - 100133311 100164968;
HPS1	CHR10	-	100165944	100196694	1	1	N	MIR4685 CHR10 - 100181038 100181107;
MIR4685	CHR10	-	100181038	100181107	1	1	N	HPS1 CHR10 - 100165944 100196694;
HPSE2	CHR10	-	100206823	100985622	1	1	N	
CNNM1	CHR10	+	101078845	101144077	1	1	N	
GOT1	CHR10	-	101146616	101180520	1	1	N	
NKX2-3	CHR10	+	101282679	101286270	1	1	N	
SLC25A28	CHR10	-	101360264	101370211	1	1	N	
ENTPD7	CHR10	+	101409252	101460992	1	1	N	
COX15	CHR10	-	101458494	101482413	1	1	N	
CUTC	CHR10	+	101481947	101505884	1	1	N	
ABCC2	CHR10	+	101532452	101601652	1	1	N	
DNMBP	CHR10	-	101625323	101759666	1	1	N	
DNMBP-AS1	CHR10	+	101676955	101708745	1	1	N	
CPN1	CHR10	-	101792054	101831632	1	1	N	
ERLIN1	CHR10	-	101899836	101935804	1	1	N	
CHUK	CHR10	-	101938113	101979334	1	1	N	
CWF19L1	CHR10	-	101982044	102017427	1	1	N	SNORA12 CHR10 - 101986902 101987049;
SNORA12	CHR10	-	101986902	101987049	1	1	N	CWF19L1 CHR10 - 101982044 102017427;
BLOC1S2	CHR10	-	102023024	102036459	1	1	N	
PKD2L1	CHR10	-	102037892	102080233	1	1	N	
SCD	CHR10	+	102096761	102114578	1	1	N	
LINC00263	CHR10	+	102123322	102138101	1	1	N	
WNT8B	CHR10	+	102212801	102233389	1	1	N	
SEC31B	CHR10	-	102236392	102269585	1	1	N	
NDUFB8	CHR10	-	102273486	102279626	1	1	N	
HIF1AN	CHR10	+	102285630	102303671	1	1	N	
PAX2	CHR10	+	102495457	102579688	1	1	N	
FAM178A	CHR10	+	102662315	102714881	1	1	N	
SEMA4G	CHR10	+	102722275	102735363	1	1	N	MIR608 CHR10 + 102724731 102724831;
MIR608	CHR10	+	102724731	102724831	1	1	N	SEMA4G CHR10 + 102722275 102735363;
MRPL43	CHR10	-	102727568	102737262	1	1	N	
C10orf2	CHR10	+	102737282	102744148	1	1	N	
LZTS2	CHR10	+	102746853	102757583	1	1	N	
PDZD7	CHR10	-	102757429	102780904	1	1	N	
SFXN3	CHR10	+	102780985	102790988	1	1	N	
KAZALD1	CHR10	+	102810988	102815341	1	1	N	
TLX1NB	CHR10	-	102839067	102880893	1	1	N	
TLX1	CHR10	+	102881050	102887536	1	1	N	
LBX1	CHR10	-	102976722	102978707	1	1	N	
FLJ41350	CHR10	+	102979340	102988606	1	1	N	
BTRC	CHR10	+	103103779	103307068	1	1	N	
POLL	CHR10	-	103328628	103338017	1	1	N	
DPCD	CHR10	+	103338078	103359400	1	1	N	MIR3158-1 CHR10 + 103351163 103351244;
MIR3158-2	CHR10	-	103351163	103351244	1	1	N	
MIR3158-1	CHR10	+	103351163	103351244	1	1	N	DPCD CHR10 + 103338078 103359400;
FBXW4	CHR10	-	103360410	103444733	1	1	N	
FGF8	CHR10	-	103519876	103530116	1	1	N	
NPM3	CHR10	-	103531071	103533160	1	1	N	
MGEA5	CHR10	-	103534189	103568212	1	1	N	
LOC100289509	CHR10	+	103568814	103578636	1	1	N	
KCNIP2	CHR10	-	103575720	103593667	1	1	N	
C10orf76	CHR10	-	103595345	103805922	1	1	N	
HPS6	CHR10	+	103815113	103817785	1	1	N	
LDB1	CHR10	-	103857314	103870200	1	1	N	
PPRC1	CHR10	+	103882776	103900080	1	1	N	
NOLC1	CHR10	+	103901922	103913617	1	1	N	
ELOVL3	CHR10	+	103976132	103979334	1	1	N	
PITX3	CHR10	-	103979935	103991221	1	1	N	
GBF1	CHR10	+	103995244	104132646	1	1	N	
NFKB2	CHR10	+	104143856	104152276	1	1	N	
PSD	CHR10	-	104152363	104169681	1	1	N	
FBXL15	CHR10	+	104169560	104172883	1	1	N	
CUEDC2	CHR10	-	104172991	104182413	1	1	N	
MIR146B	CHR10	+	104186258	104186331	1	1	N	
LOC100505761	CHR10	+	104199563	104206040	1	1	N	
C10orf95	CHR10	-	104199583	104201290	1	1	N	
TMEM180	CHR10	+	104211159	104226792	1	1	N	
ACTR1A	CHR10	-	104228975	104252502	1	1	N	
SUFU	CHR10	+	104253708	104383204	1	1	N	
TRIM8	CHR10	+	104394241	104408066	1	1	N	
ARL3	CHR10	-	104423473	104464180	1	1	N	
SFXN2	CHR10	+	104464287	104488936	1	1	N	
WBP1L	CHR10	+	104493716	104566011	1	1	N	
CYP17A1	CHR10	-	104580277	104587280	1	1	N	
C10orf32	CHR10	+	104603956	104614708	1	1	N	C10orf32-AS3MT CHR10 + 104603956 104651645;
C10orf32-AS3MT	CHR10	+	104603956	104651645	1	1	N	AS3MT CHR10 + 104619199 104651645;C10orf32 CHR10 + 104603956 104614708;
AS3MT	CHR10	+	104619199	104651645	1	1	N	C10orf32-AS3MT CHR10 + 104603956 104651645;
CNNM2	CHR10	+	104668064	104828334	1	1	N	
NT5C2	CHR10	-	104837763	104943053	1	1	N	
LOC729020	CHR10	+	104995633	104997763	1	1	N	
INA	CHR10	+	105026909	105040098	1	1	N	
PCGF6	CHR10	-	105052542	105100881	1	1	N	
TAF5	CHR10	+	105117713	105138812	1	1	N	
